band,date,hour_utc,tx_sign,tx_grid,tx_lat,tx_lon,rx_sign,rx_grid,rx_lat,rx_lon,distance_km,n_spots,avg_snr,worked,score
7,2026-07-20,6,LB8WG,JP53,63.396,10.458,KFS/OMNI,CM87,37.396,-122.375,8058.727416289318,0,,False,37.02866969687967
7,2026-07-20,6,SM7KHA,JO65,55.896,12.875,DD5XX,JN48,48.771,9.292,828.5402083970893,0,,False,42.914174588357064
7,2026-07-20,6,AA1QR,FN43,43.188,-71.792,W5GFI,EM26,36.646,-95.125,2110.1926646714687,0,,False,82.13856260188007
7,2026-07-20,6,G4HSB,IO94,54.479,-1.042,K2DAK,DM33,33.688,-112.208,8220.0981960892,0,,False,41.429672524692975
7,2026-07-20,6,N1XOU,FN42,42.479,-71.042,IK6ZEW,JN72,42.438,14.208,6666.007948626597,0,,False,26.657960838095768
7,2026-07-20,6,0K0XMM,QK42,12.479,148.958,N7SET,CN87,47.771,-122.292,8891.272324208758,0,,False,31.177004629415066
7,2026-07-20,6,G4GCI,IO90,50.854,-1.458,ZS6FY,KG54,-25.562,30.708,9064.65854329735,0,,False,4.367424382633328
7,2026-07-20,6,K1IRK,FN54,44.479,-69.042,KK4GKF,CN87,47.771,-122.292,4038.526294156666,0,,False,45.80811774281446
7,2026-07-20,6,0K0XMM,QK42,12.479,148.958,PY2PE,GG66,-23.396,-46.708,17963.825978441597,0,,False,49.786986190223736
7,2026-07-20,6,DF1VB,JO31,51.479,6.958,SP8MK,KO11,51.312,22.875,1102.2870178326368,0,,False,49.546929983271994
7,2026-07-20,6,KB3VR,FM19,39.021,-77.042,I1SKV,JN44,44.896,8.208,6745.28669313683,0,,False,31.5322111291377
7,2026-07-20,6,KI7DX,DN40,40.688,-111.792,KM3T-3,FN42,42.812,-71.625,3308.941333355428,0,,False,50.7082898211706
7,2026-07-20,6,LA9UI,JP99,69.479,18.958,PE1RZM,JO33,53.312,6.958,1899.6025224212508,0,,False,44.97602086174934
7,2026-07-20,6,K3NUQ,FM09,39.312,-78.375,WA1PER,FN31,41.271,-72.792,521.0883467490247,0,,False,75.45672134906525
7,2026-07-20,6,DF1GA,JO61,51.062,12.625,WW6D,CM88,38.438,-122.708,9154.85024948026,0,,False,40.52346899381883
7,2026-07-20,6,VK2JPB,QF59,-30.521,151.625,WA1RAJ,FN42,42.812,-71.708,15966.552137184204,0,,False,49.005570959088125
7,2026-07-20,6,VK6QA,QH22,-17.396,145.958,KD2CLR,FN13,43.062,-77.458,15042.585197917815,0,,False,47.7569580146246
7,2026-07-20,6,KE8WRF,EN81,41.479,-83.042,LX1LC,JN39,49.646,6.375,6600.236028806357,0,,False,31.73201410765615
7,2026-07-20,6,DL1DUZ,JO61,51.062,13.625,JK1QLQ,PM96,36.396,139.042,8929.780649997696,0,,False,0.06627153841323746
7,2026-07-20,6,EA6URP,JM19,39.562,2.708,KM4QXW,EM74,34.062,-84.625,7479.6875546259,0,,False,38.839190474364315
7,2026-07-20,6,PA3EDR/G,JO32,52.229,6.208,PE1KHX,JO11,51.479,3.542,201.1858910400909,0,,False,22.67651845555191
7,2026-07-20,6,SM5MRW,JP80,60.479,16.958,2E0DSS,IO82,52.479,-2.042,1458.285668402716,0,,False,53.81124250399226
7,2026-07-20,6,AC6NN,FM18,38.854,-77.292,N6IO,EM85,35.521,-82.458,588.6976900966797,0,,False,78.99229054028358
7,2026-07-20,6,KZ4IK,FM08,38.354,-78.208,M9TWM,IO93,53.396,-1.542,5860.054767542706,0,,False,32.482380398885645
7,2026-07-20,6,KG5VSR,EM12,32.854,-96.708,VE4FEB,EN19,49.896,-97.042,1895.183806311676,0,,False,89.0916981751325
7,2026-07-20,6,KC1DPT,FN42,42.688,-70.875,PA0SLT/J,JO21,51.604,4.792,5546.346151618434,0,,False,27.03531531081066
7,2026-07-20,6,VA7BBG,CO65,55.438,-127.708,KG6JMO,DM13,33.188,-117.292,2602.5655673123506,0,,False,62.2107363822898
7,2026-07-20,6,WB4CXU,EM66,36.479,-87.042,DL4EAI,JO31,51.271,6.792,7174.5363609585165,0,,False,34.029996097674875
7,2026-07-20,6,HP1GDP,FJ09,9.479,-79.042,N7QXB,DN40,40.688,-111.792,4734.116312979501,0,,False,49.415478576459556
7,2026-07-20,6,PA5CA,JO32,52.146,6.208,DL0POR,JN68,48.479,13.292,647.0281237248367,0,,False,36.97512449006209
7,2026-07-20,6,HB9ZIC,JN47,47.521,8.458,K9TRV,EN82,42.354,-83.875,6842.813049717198,0,,False,31.76540024947126
7,2026-07-20,6,PE1REM,JO21,51.479,4.958,EA1IOW,IN83,43.396,-3.458,1097.7535816053262,0,,False,53.02411760971945
7,2026-07-20,6,VA7BBG,CO65,55.438,-127.708,HZ1SF,LL34,24.688,46.625,11089.194715295822,0,,False,36.739180392885196
7,2026-07-20,6,K5ZAK,EL09,29.479,-99.042,WL5N,BP64,64.896,-147.542,5153.021055371844,0,,False,42.67687754041296
7,2026-07-20,6,VK4PK,QG62,-27.521,152.958,VK6WR,OF77,-32.021,115.875,3596.4698678053533,0,,False,7.640642511110865
7,2026-07-20,6,K0RE,EN41,41.562,-90.542,G8URE,IO90,50.854,-0.625,6559.291579166277,0,,False,35.492704974318045
7,2026-07-20,6,VK4GMI,QG62,-27.188,152.958,F5AHD,JN37,47.604,7.458,16264.941486694568,0,,False,0.019063054945600566
7,2026-07-20,6,N3RDX,FM18,38.854,-76.958,M0UNI,IO82,52.938,-2.542,5692.453652913513,0,,False,32.39012748344193
7,2026-07-20,6,OK2SAM,JN99,49.479,18.958,G3WPD,IO91,51.688,-0.625,1399.849707643518,0,,False,53.6379029461114
7,2026-07-20,6,N4WLO/1,EM50,30.604,-88.292,WR0U,EN31,41.396,-92.958,1270.76458296625,0,,False,97.61829773341681
7,2026-07-20,6,W4MGA,FM17,37.479,-77.042,VK5KDO,PF94,-35.562,138.625,16839.735385333515,0,,False,48.31441410138527
7,2026-07-20,6,SM7PNS,JO66,56.396,12.792,W1CK,DM13,33.188,-117.292,8998.819531937974,0,,False,39.47176360581172
7,2026-07-20,6,VK3TFH,QF11,-38.396,142.208,HB9VQQ/RE,JN47,47.312,8.875,16145.959467044006,0,,False,0.038739831936046576
7,2026-07-20,6,OE7XZB,JN57,47.271,11.375,KD7EFG-1,DN31,41.604,-112.292,8682.596549778027,0,,False,38.96792950610515
7,2026-07-20,6,N7PDX/Z,CN85,45.438,-122.458,KG5ABO,EM12,32.646,-97.375,2574.435246223137,0,,False,66.12651497222414
7,2026-07-20,6,OK1BF,JO70,50.062,15.708,G4MEM/K,IO94,54.021,-1.542,1255.3599672651997,0,,False,53.338574016798255
7,2026-07-20,6,VE4GIL,EN19,49.812,-97.125,VK3CMZ,QF13,-36.979,143.958,15026.476981476651,0,,False,46.043402479471325
7,2026-07-20,6,G4DAT,IO91,51.604,-1.125,PA0SLT/4,JO33,53.271,6.875,572.7311751463606,0,,False,35.91478409330816
7,2026-07-20,6,BV7YA,PL03,23.479,120.958,K7VNZ,CN84,44.021,-123.042,10085.663372387877,0,,False,15.973892325761534
7,2026-07-20,6,WX9Z,EM78,38.312,-85.792,SWL-JO20IT,JO20,50.812,4.708,6845.601595164023,0,,False,33.812331326323445
7,2026-07-20,6,HB9CCQ,JN47,47.396,8.458,SWLMET0W-1,JO31,51.979,6.708,524.8838010889073,0,,False,33.072886201597605
7,2026-07-20,6,N7PDX/Z,CN85,45.438,-122.458,N3AGE-0,FN30,40.938,-73.375,3948.3899469594753,0,,False,47.019322978576675
7,2026-07-20,6,WW0WWV,DN70,40.688,-104.958,M0XDC,JO01,51.688,0.292,7469.675839924377,0,,False,38.60875514949676
7,2026-07-20,6,KB8VME,EN61,41.771,-87.958,LX1LC,JN39,49.646,6.375,6881.87471941256,0,,False,33.15989062295789
7,2026-07-20,6,D92DWA,JM59,39.479,10.958,KD7EFG,DN31,41.604,-112.292,9332.851591902358,0,,False,41.289235336336816
7,2026-07-20,6,WF1L/B,FM29,39.104,-75.542,K6FOD,DM04,34.104,-118.125,3806.568181711329,0,,False,48.96348836381726
7,2026-07-20,6,W2RWM,FN30,40.479,-73.042,W0AY,DN26,46.479,-115.042,3412.0593472194064,0,,False,49.261536961167394
7,2026-07-20,6,9O8RLH,MI53,-6.521,70.958,DM1AC,JO30,50.896,6.708,8827.80809066372,0,,False,0.4057354261038209
7,2026-07-20,6,W1TKO,FN42,42.479,-71.042,F4LNO,JN33,43.604,7.042,6096.70270227489,0,,False,29.047043568505675
7,2026-07-20,6,VK6HQ,OF87,-32.104,116.042,IK6ZEW,JN72,42.438,14.208,13246.910604551183,0,,False,0.0691019430236639
7,2026-07-20,6,N4WLO/1,EM50,30.604,-88.292,N8GA-1,EN80,40.188,-83.625,1146.110391567422,0,,False,95.98023150214622
7,2026-07-20,6,DK8JP,JO31,51.438,6.542,WY6Y,EM15,35.604,-97.542,7852.179384367836,0,,False,37.26583221147074
7,2026-07-20,6,PO9AZW,HL07,27.479,-39.042,DK5HH/8,JO43,53.062,8.792,4824.663497904725,0,,False,16.95709144269967
7,2026-07-20,6,VA7AEL,CN89,49.479,-123.042,N8BTR,EN55,45.188,-88.125,2649.530226609956,0,,False,61.203250200110794
7,2026-07-20,6,KG4LDK,EM85,35.979,-83.208,RX6ART,KN95,45.479,39.458,9288.507802347747,0,,False,22.293665713028908
7,2026-07-20,6,UA1ZFG,KO46,56.479,28.958,HB9AK,JN36,46.896,7.292,1821.9797567650064,0,,False,46.21983978105051
7,2026-07-20,6,LQ0HGF,RP22,62.479,164.958,KA3SKN,FM18,38.979,-77.125,7457.348726990312,0,,False,36.70931452753477
7,2026-07-20,6,VE4GIL,EN19,49.812,-97.125,KF9ET,EM69,39.146,-86.542,1450.059846618456,0,,False,95.95715262814821
7,2026-07-20,6,K0CFW,EN34,44.688,-92.792,KB3VR,FM19,39.021,-77.042,1445.3961984072994,0,,False,96.61424013115382
7,2026-07-20,6,DP0GVN,IB59,-70.646,-8.292,N5CSC,EL09,29.396,-98.292,13075.14950721871,0,,False,49.67329426103416
7,2026-07-20,6,G4GCI,IO90,50.854,-1.458,AI4FU-KIWI,EM86,36.021,-83.792,6492.232693958655,0,,False,35.78926732938344
7,2026-07-20,6,BX4ACP,PL04,24.479,120.958,ZL2BCI,RE79,-40.854,175.125,9164.404922691909,0,,False,5.554233125214081
7,2026-07-20,6,VK6HQ,OF87,-32.104,116.042,DL/SV7FSF,JO62,52.521,13.375,13602.34215859412,0,,False,0.052621420309972855
7,2026-07-20,6,AJ8S,EM89,39.812,-83.875,K7PKP,CN88,48.021,-122.375,3179.128685215726,0,,False,51.47336374690086
7,2026-07-20,6,W2VET,EM64,34.479,-87.042,W6LPM/6,CM97,37.271,-121.958,3143.421738800016,0,,False,53.96819580829416
7,2026-07-20,6,K0PCG,EN31,41.479,-93.042,KC2STA4,FN22,42.479,-75.042,1489.2429262308112,0,,False,96.32554594713233
7,2026-07-20,6,DL6JOG,JO62,52.646,13.208,K6MCS,CM98,38.688,-121.375,8955.117497079536,0,,False,39.61938427778589
7,2026-07-20,6,EA5XQ,IM99,39.938,-0.042,VE6KDX,DO34,54.896,-112.292,7673.341392873938,0,,False,39.23248328433395
7,2026-07-20,6,LA9RKA/D,JP65,65.896,13.792,EA8-DF4UE,IL38,28.646,-13.875,4555.954476607758,0,,False,6.508533329839844
7,2026-07-20,6,VK4ZF,QG62,-27.521,152.958,OE3GBB/P,JN87,47.688,16.042,15684.243085349102,0,,False,0.01814400867671817
7,2026-07-20,6,G4GCI,IO90,50.854,-1.458,PE1RZM,JO33,53.312,6.958,636.195389919091,0,,False,38.25213370627007
7,2026-07-20,6,W1ZPB,CN85,45.562,-122.958,PE0MJX,JO31,51.354,6.042,8182.959046452985,0,,False,39.30395814636133
7,2026-07-20,6,G7WCI,IO91,51.438,-0.208,DJ9BS,JN39,49.729,7.292,562.2797929484459,0,,False,35.445319969548414
7,2026-07-20,6,KH6EJ,BK29,19.479,-155.042,HS0ZGZ,OK16,16.979,103.292,10549.384527019089,0,,False,3.9859967662706386
7,2026-07-20,6,K7DB,DN17,47.688,-117.375,SWLMET0W-1,JO31,51.979,6.708,7728.103602760074,0,,False,37.21729941421789
7,2026-07-20,6,OK2NMA,JN89,49.146,16.042,PH5HP,JO23,53.229,5.875,840.363920802601,0,,False,43.317964740962644
7,2026-07-20,6,VK6EEN,OF78,-31.896,115.875,CT7ARF,IM58,38.771,-9.208,15049.485893347455,0,,False,0.19559038131463646
7,2026-07-20,6,KK4NDU,EM60,30.479,-87.042,VE4DRK,EN19,49.854,-97.042,2311.0536877049312,0,,False,75.12501625167141
7,2026-07-20,6,HP1GDP,FJ09,9.479,-79.042,AF7KR,DM45,35.271,-111.708,4378.31495174825,0,,False,49.63148793540431
7,2026-07-20,6,KH2R,FN21,41.479,-75.042,VK2CEL,QF57,-32.979,151.625,15829.2796947286,0,,False,48.966103197762365
7,2026-07-20,6,G6PSZ,IO82,52.479,-3.042,VK3ARW,QF12,-37.104,143.458,16909.434551713708,0,,False,0.04035355872416546
7,2026-07-20,6,KL7QT,BP64,64.479,-147.042,DL8SEL,JO31,51.479,7.792,6939.38262092588,0,,False,34.68299881595496
7,2026-07-20,6,G0HTO,IO81,51.479,-3.042,G4LEN,IO81,51.812,-2.292,63.631783601327946,0,,False,21.075735931242466
7,2026-07-20,6,SA7RST,JO78,58.479,14.958,VK2CEL,QF57,-32.979,151.625,15738.31046900787,0,,False,0.013933823024786518
7,2026-07-20,6,KM4QXW,EM74,34.062,-84.625,DK0KK,JO30,50.438,6.458,7233.27768293142,0,,False,34.47191142606923
7,2026-07-20,6,0Y4VFN,QH49,-10.521,148.958,DG7LAN,JO43,53.688,9.625,14018.246911726015,0,,False,0.00968180367865723
7,2026-07-20,6,DK2DB,JN48,48.938,8.458,VK3GLN,QF12,-37.396,143.875,16240.930590155263,0,,False,0.033504384408905574
7,2026-07-20,6,PD1RE,JO22,52.479,4.958,M6GQU,IO92,52.521,-1.542,439.8688552537019,0,,False,31.477008612823766
7,2026-07-20,6,G4MEX,IO81,51.479,-3.042,G3WPD,IO91,51.688,-0.625,168.60038716718685,0,,False,23.751113338256
7,2026-07-20,6,KB3EDF,FM18,38.312,-76.542,G4MEM/K,IO94,54.021,-1.542,5738.970675734046,0,,False,31.753963009732477
7,2026-07-20,6,DK2OH,JO42,52.312,9.708,DK3SS,JN49,49.021,9.375,366.6932030764996,0,,False,27.02025927618694
7,2026-07-20,6,K1WY,FN31,41.771,-72.708,IZ0FKE,JN61,41.938,12.458,6730.684214026258,0,,False,28.38536316808354
7,2026-07-20,6,0K0XMN,BL62,22.479,-147.042,DH2RAL,JO41,51.854,8.958,11425.315916465406,0,,False,46.754004484195086
7,2026-07-20,6,DL0CFG,JO41,51.438,9.958,WB7ABP,CM88,38.438,-122.792,9018.189407116117,0,,False,40.87280126142536
7,2026-07-20,6,DC5AL,JO31,51.479,6.958,KM4QXW,EM74,34.062,-84.625,7218.306627121981,0,,False,33.970442976271656
7,2026-07-20,6,WB4CXU,EM66,36.479,-87.042,K9WFR,CM87,37.479,-122.125,3100.252157208168,0,,False,54.408231035352095
7,2026-07-20,6,SM2LTA,JP94,64.812,18.042,VK5HW,PF94,-35.562,138.625,14969.333737891277,0,,False,0.014129348455893531
7,2026-07-20,6,HS2GJG,OK03,13.646,100.458,DARCT13,JN47,47.562,9.875,8935.73237629824,0,,False,0.09822026173420556
7,2026-07-20,6,K2RMA,EM95,35.729,-81.792,PA0SLT/4,JO33,53.271,6.875,6822.84158700532,0,,False,31.90525272123451
7,2026-07-20,6,K2RMA,EM95,35.729,-81.792,WB6CXC/7,CN88,48.562,-123.125,3639.923101242612,0,,False,48.19084554201288
7,2026-07-20,6,KK4NDU,EM60,30.479,-87.042,SDR/JN69BA,JN69,49.021,12.125,8113.776292549755,0,,False,35.03248012450794
7,2026-07-20,6,PA1WBU,JO21,51.479,4.958,PA0SLT/4,JO33,53.271,6.875,237.97106712368569,0,,False,23.54579796826719
7,2026-07-20,6,PA1WBU,JO21,51.479,4.958,OE6PWD,JN77,47.062,15.458,905.0959493440938,0,,False,45.46866523585823
7,2026-07-20,6,K1IRK,FN54,44.479,-69.042,N7QXB,DN40,40.688,-111.792,3485.1434413030174,0,,False,48.94914279960641
7,2026-07-20,6,KJ6HMV,CM99,39.271,-121.042,WB8UFC,EM75,35.479,-84.292,3252.178533983647,0,,False,52.32647587112413
7,2026-07-20,6,K4PQC,EM83,33.854,-83.458,G8PFR,IO81,51.896,-2.542,6528.996179803799,0,,False,36.36610867305119
7,2026-07-20,6,NK6O,CM94,34.479,-121.042,SWLMET0W-1,JO31,51.979,6.708,9144.07881924764,0,,False,42.06039443964036
7,2026-07-20,6,KG4LDK,EM85,35.979,-83.208,K8BMZ,EN74,44.729,-85.542,992.7309583272822,0,,False,91.54597593578804
7,2026-07-20,6,N7DPB,CN87,47.729,-122.125,EA8-DF4UE,IL38,28.646,-13.875,8919.980268608435,0,,False,46.33937233004343
7,2026-07-20,6,LB8WG,JP53,63.396,10.458,W6BOS,CM97,37.312,-121.875,8052.207367024488,0,,False,36.96673276496061
7,2026-07-20,6,D92DWA,JM59,39.479,10.958,KM0R,DM43,33.312,-111.625,9995.996662699694,0,,False,43.120866652627996
7,2026-07-20,6,PI9ESA,JO22,52.229,4.458,SA7TOW,JO66,56.479,12.958,724.8509780526647,0,,False,39.89322422880532
7,2026-07-20,6,N5UTV,EM26,36.146,-95.958,HB9HXZ,JN47,47.438,8.125,8056.033050706845,0,,False,37.54414322475863
7,2026-07-20,6,W4EO,FM29,39.479,-75.042,WD1STC,EM20,30.062,-95.542,2137.993824320022,0,,False,82.28820986232735
7,2026-07-20,6,WB8ZLK,EN81,41.646,-83.958,DH2WS,JO30,50.729,7.458,6651.361817031026,0,,False,31.234114683300305
7,2026-07-20,6,N1GBE,FN31,41.479,-73.042,HB9GZW,JN47,47.396,8.125,6179.13136705634,0,,False,28.458283406771002
7,2026-07-20,6,G6CKK,JO01,51.396,0.458,N0QDS,EN35,45.021,-93.458,6503.616792093289,0,,False,34.51351171821824
7,2026-07-20,6,AF5CX,DM64,34.479,-107.042,HB9VQQ/RS,JN47,47.312,8.875,8907.292442653537,0,,False,40.47712393525261
7,2026-07-20,6,LU7MCG,FF57,-32.521,-69.042,N9EAT,EN41,41.812,-90.125,8542.21828899042,0,,False,49.87467943039675
7,2026-07-20,6,NW4R,EM70,30.729,-85.375,N4ZZN,EL99,29.021,-81.292,437.0501642292728,0,,False,74.80575241236008
7,2026-07-20,6,KB4ZVM,EM84,34.479,-83.042,DC1RDB,JN58,48.771,11.542,7508.0528374256755,0,,False,32.68771373304924
7,2026-07-20,6,GM4DTH,IO85,55.938,-3.208,KZ4IK,FM08,38.354,-78.208,5683.925789312562,0,,False,32.073450068364906
7,2026-07-20,6,DL1DUZ,JO61,51.062,13.625,DA1VID,JO31,51.562,7.375,437.81557669926303,0,,False,29.302905768587305
7,2026-07-20,6,VK4PK,QG62,-27.521,152.958,DB9OH,JO52,52.354,10.792,15848.621091397104,0,,False,0.014730050251643423
7,2026-07-20,6,WB8ZLK,EN81,41.646,-83.958,F4VTQ/K,JN28,48.979,5.708,6640.579961577926,0,,False,32.41264651678049
7,2026-07-20,6,G7WCI,IO91,51.438,-0.208,I0UVN,JN61,41.479,13.125,1501.8450383417548,0,,False,54.047430946094835
7,2026-07-20,6,K6MCS,CM98,38.688,-121.375,KB8VUC,EN72,42.729,-85.625,3023.6909102952955,0,,False,54.8610594454479
7,2026-07-20,6,PZ5JW,GJ25,5.604,-55.292,W4KEL,FM08,38.146,-78.542,4313.358059008436,0,,False,49.1030646600725
7,2026-07-20,6,WI6RE,DM15,35.646,-117.708,M0WHU,JO01,51.562,0.708,8619.994433494718,0,,False,42.24817839801548
7,2026-07-20,6,N5WNE,DM59,39.062,-108.625,OE2WNL,JN67,47.438,12.875,8791.39548885302,0,,False,38.57839569942592
7,2026-07-20,6,VK4ATV,QH30,-19.521,146.958,YO2LOJ-WRX,KN05,45.729,21.208,14297.900708139872,0,,False,0.013404267061450925
7,2026-07-20,6,KB1LY,FN42,42.479,-71.042,VK3,QF22,-37.646,145.125,16914.759770007582,0,,False,48.94997909334029
7,2026-07-20,6,AE9J,EM69,39.771,-86.542,G0MQW,IO91,51.479,-0.958,6393.232565259236,0,,False,34.92326229637818
7,2026-07-20,6,K4CFB,FM04,34.479,-79.042,DC5AL-R,JO31,51.438,6.958,6828.7532719521,0,,False,32.00420649455117
7,2026-07-20,6,WB8SCG,FM17,37.479,-77.042,AD0RS,DM79,39.729,-105.042,2435.9668488068723,0,,False,71.07897899793092
7,2026-07-20,6,G3WPD,IO91,51.688,-0.625,7L4IOU2,PM95,35.729,139.875,9562.062729397932,0,,False,0.08139578750358534
7,2026-07-20,6,IW1QLH,JN43,43.896,8.042,AC9RZ,EN52,42.479,-89.042,7367.043647460749,0,,False,34.72074088461648
7,2026-07-20,6,M0OLS,IO81,51.479,-3.042,SA7TOW,JO66,56.479,12.958,1180.8878558643532,0,,False,52.85329342001195
7,2026-07-20,6,G7WCI,IO91,51.438,-0.208,W4BXA,EM74,34.229,-84.208,6717.853277142386,0,,False,35.95134581335419
7,2026-07-20,6,HB9ZIC,JN47,47.521,8.458,K3GMQ,FN20,40.312,-75.042,6407.777854825689,0,,False,29.41621722354598
7,2026-07-20,6,F6FUZ,JN05,45.146,0.708,VK3,QF22,-37.646,145.125,16959.366061802088,0,,False,0.04675626883709483
7,2026-07-20,6,K8CHY,EM72,32.562,-85.458,DL6EBP,JO30,50.938,6.292,7374.063773938313,0,,False,35.1071070309734
7,2026-07-20,6,VK5KDO,PF94,-35.562,138.625,W7GBB,CN87,47.479,-123.042,13404.808316241975,0,,False,37.1130996071346
7,2026-07-20,6,M0XMP,JO02,52.479,0.958,PE1GOA,JO22,52.354,4.958,271.599654788265,0,,False,25.388951802920058
7,2026-07-20,6,KH6LOL,BL10,20.479,-157.042,VK7JJ,QE38,-41.271,146.958,8964.748483011237,0,,False,30.541828854496856
7,2026-07-20,6,HB9ZIC,JN47,47.521,8.458,OH6BG,KP03,63.021,21.375,1899.595834737672,0,,False,44.544706599240605
7,2026-07-20,6,KI7DX,DN40,40.688,-111.792,VE4FEB,EN19,49.896,-97.042,1537.6148062403263,0,,False,94.93783078313544
7,2026-07-20,6,G6PSZ,IO82,52.479,-3.042,DK5HH/4,JO43,53.062,8.792,797.8384358587673,0,,False,43.782351131386136
7,2026-07-20,6,HB9CCQ,JN47,47.396,8.458,K9DZT,EN52,42.979,-88.125,7069.319304331901,0,,False,32.943023331939294
7,2026-07-20,6,VA3ROM,EN58,48.438,-89.208,WT8P,CN87,47.562,-122.042,2426.131139700806,0,,False,68.05173496098828
7,2026-07-20,6,N5NBD,EM10,30.729,-96.292,SA6BSS/HL,JO68,58.104,13.542,8201.353464298614,0,,False,34.40984259340324
7,2026-07-20,6,KN6QZY,CM87,37.396,-122.208,VK4EMM,QG62,-27.271,152.958,11386.070881148857,0,,False,42.82724403558784
7,2026-07-20,6,W8JHW,EN82,42.479,-83.042,XX892,IO83,53.396,-2.875,5769.416621999769,0,,False,32.80632463665166
7,2026-07-20,6,VK3ARW,QF12,-37.104,143.458,KB8VME,EN61,41.771,-87.958,15634.991468433893,0,,False,47.6780914757821
7,2026-07-20,6,N6MUD,DM12,32.479,-117.042,EA8EE,IL27,27.771,-15.625,9353.67446137541,0,,False,47.96484437903874
7,2026-07-20,6,ZL2KO,RE79,-40.396,175.542,ON5HB,JO21,51.104,5.208,18610.56411275314,0,,False,0.032678202800096035
7,2026-07-20,6,N6MUD,DM12,32.479,-117.042,ND7M,DM16,36.229,-116.042,426.957686613648,0,,False,73.48846780177263
7,2026-07-20,6,VE6UL,DO33,53.521,-113.542,HB9VQQ/KE,JN47,47.312,8.875,7558.886528163885,0,,False,35.561939041032744
7,2026-07-20,6,K8CHY,EM72,32.562,-85.458,G4DEU,IO81,51.479,-2.458,6781.097125530531,0,,False,37.42407319259123
7,2026-07-20,6,G4DAT,IO91,51.604,-1.125,DL4HAO,JO53,53.771,10.042,789.326913026379,0,,False,43.082412452847805
7,2026-07-20,6,G7WCI,IO91,51.438,-0.208,F1ZNO,JN14,44.104,3.542,862.0168799521841,0,,False,46.53690922100525
7,2026-07-20,6,SP3HVZ,JO82,52.229,16.375,KB8VME,EN61,41.771,-87.958,7291.72911315729,0,,False,29.032452463116964
7,2026-07-20,6,VE6KP,DO32,52.771,-113.125,GM4JRT,IO85,55.938,-3.208,6341.572589850635,0,,False,34.613496792153285
7,2026-07-20,6,VE6KP,DO32,52.771,-113.125,K0ESQ,BP51,61.562,-149.292,2350.088732598933,0,,False,59.299967920390785
7,2026-07-20,6,OH6MQM,KP12,62.479,22.958,W4BXA,EM74,34.229,-84.208,7482.119362300528,0,,False,24.514716394995347
7,2026-07-20,6,EI4GXB,IO52,52.688,-8.625,PD1V,JO21,51.354,5.292,962.2068502382368,0,,False,50.22530355269986
7,2026-07-20,6,KH6EJ,BK29,19.479,-155.042,N6GN4,DN70,40.479,-105.042,5265.9230394839,0,,False,47.5112588878773
7,2026-07-20,6,N4DPH,EM64,34.479,-87.042,AE0GQ,DM79,39.646,-104.792,1672.9770766325878,0,,False,95.4836956411
7,2026-07-20,6,W1ZPB,CN85,45.562,-122.958,N8GA,EN80,40.188,-83.625,3226.93037388768,0,,False,51.207890533528996
7,2026-07-20,6,K3NUQ,FM09,39.312,-78.375,LU8MIL,FF57,-32.521,-69.042,8045.286180012382,0,,False,49.83964663278695
7,2026-07-20,6,K0CFW,EN34,44.688,-92.792,G0WZM/A,IO91,51.354,-0.292,6449.585974561335,0,,False,34.674298224269315
7,2026-07-20,6,KL2R,BP64,64.854,-147.125,CT7AJC,IN50,40.229,-8.458,7790.317088762162,0,,False,40.81259274896322
7,2026-07-20,6,SM7XGC,JO65,55.646,13.458,SWLCBR,QF44,-35.438,149.125,15996.15011134697,0,,False,0.018690814731292527
7,2026-07-20,6,GR4GFI,EI23,-6.521,-95.042,UR4URQ,KO40,50.854,29.542,12939.22346618292,0,,False,40.75283197052894
7,2026-07-20,6,M1EBU,IO90,50.979,-0.125,N9EAT,EN41,41.812,-90.125,6538.756820015731,0,,False,35.11979267818179
7,2026-07-20,6,W4MGA,FM17,37.479,-77.042,VK6WR,OF77,-32.021,115.875,18689.737308503536,0,,False,45.23272454376649
7,2026-07-20,6,OE6LHG,JN77,47.021,15.458,N9EAT,EN41,41.812,-90.125,7720.927786826484,0,,False,31.88045402849208
7,2026-07-20,6,KH6EJ,BK29,19.479,-155.042,W3USR-1,FN21,41.396,-75.625,7726.788314628867,0,,False,48.59216373746604
7,2026-07-20,6,VK6HQ,OF87,-32.104,116.042,DK3SS,JN49,49.021,9.375,13798.584425270195,0,,False,0.06826957211394924
7,2026-07-20,6,VK4ABU,QG62,-27.604,153.042,OE9BKJ,JN47,47.479,9.708,16154.191739101889,0,,False,0.01896012290167337
7,2026-07-20,6,VE8CK,DP22,62.479,-115.042,G4ZFQ,IO90,50.729,-1.292,6153.108834735039,0,,False,32.59070963181917
7,2026-07-20,6,KK4NDU,EM60,30.479,-87.042,KG0D,CN88,48.021,-123.125,3619.4661566113946,0,,False,48.98446028186721
7,2026-07-20,6,ZL4TIL,RE43,-46.521,168.958,N5TNL,EM25,35.354,-94.292,13239.622866190455,0,,False,49.27773693157565
7,2026-07-20,6,G4HSB,IO94,54.479,-1.042,KJ6EI/VE7,CN88,48.854,-123.542,7333.57772820657,0,,False,38.17433472888192
7,2026-07-20,6,KD2SSS,FN21,41.479,-75.042,GM4JRT,IO85,55.938,-3.208,5247.603517686012,0,,False,29.948138407693005
