band,date,hour_utc,tx_sign,tx_grid,tx_lat,tx_lon,rx_sign,rx_grid,rx_lat,rx_lon,distance_km,n_spots,avg_snr,worked
14,2026-07-20,18,W0ASW,EN34,44.938,-93.292,N2EPE,FN13,43.062,-77.542,1275.0,1,-24.0,True
14,2026-07-20,18,WR4I,FM08,38.479,-79.042,KC0KVR,EM48,38.646,-90.542,999.0,1,-26.0,True
14,2026-07-20,18,DF7PE,JN48,48.479,8.958,SQ3H,JO82,52.688,16.875,728.0,2,-11.5,True
14,2026-07-20,18,IK5ZAI,JN53,43.854,10.458,PA5BS,JO21,51.938,4.542,1000.0,2,-25.0,True
14,2026-07-20,18,EB1A,IN53,43.229,-8.375,DK8FT,JN58,48.188,11.208,1612.0,10,-4.4,True
14,2026-07-20,18,GE0BZB,IO94,54.479,-1.042,VO1CBL,GN37,47.562,-53.542,3662.0,1,-34.0,True
14,2026-07-20,18,PD2LEO,JO21,51.729,5.875,DG8MAR,JN67,47.771,12.875,668.0,5,-15.0,True
14,2026-07-20,18,DG4NAA,JN59,49.479,10.958,F4VTQ/M,JN28,48.979,5.708,385.0,2,-20.0,True
14,2026-07-20,18,KB8EZX,EN91,41.438,-81.708,EC1CS,IN62,42.354,-7.875,5907.0,1,-24.0,True
14,2026-07-20,18,W7GBB,CN87,47.479,-122.125,KF0VR,DM78,38.479,-105.042,1706.0,1,-17.0,True
14,2026-07-20,18,PE1ANW,JO31,51.938,6.125,HB9VQQ/KE,JN47,47.312,8.875,551.0,2,-19.5,True
14,2026-07-20,18,EA1LC,IN53,43.354,-8.458,G2YT,IO91,51.896,-0.208,1132.0,6,9.666666666666666,True
14,2026-07-20,18,SA5JBN,JO89,59.938,16.958,I0UVN,JN61,41.479,13.125,2069.0,1,-13.0,True
14,2026-07-20,18,VE3VOG,EN82,42.354,-82.958,VE6PDQ,DO34,54.729,-113.042,2577.0,1,-25.0,True
14,2026-07-20,18,G8ORM,IO93,53.854,-1.792,IW2KPL,JN45,45.688,9.625,1221.0,1,-18.0,True
14,2026-07-20,18,KB0WJQ,EN35,45.146,-93.625,N7QXB,DN40,40.688,-111.792,1556.0,2,-19.5,True
14,2026-07-20,18,G3LRS,IO92,52.646,-1.208,FSWL117,JN05,45.146,0.958,849.0,1,-22.0,True
14,2026-07-20,18,SM7XGC,JO65,55.646,13.458,DC1RDB,JN58,48.771,11.542,775.0,15,-16.533333333333335,True
14,2026-07-20,18,WA4GLH,EM75,35.188,-85.208,K3FEF,FN21,41.312,-74.958,1123.0,3,-13.0,True
14,2026-07-20,18,G0CIU,IO90,50.479,-1.042,GM0DHD,IO85,55.938,-3.458,628.0,16,-11.25,True
14,2026-07-20,18,K5XL,EM12,32.646,-97.125,K1HTV-4,FM18,38.646,-77.958,1852.0,5,-13.2,True
14,2026-07-20,18,SM2OTU,KP16,66.729,23.208,HB9VQQ/KE,JN47,47.312,8.875,2314.0,2,-24.0,True
14,2026-07-20,18,KB0WJQ,EN35,45.146,-93.625,KL7L,BP51,61.646,-149.292,3962.0,3,-20.0,True
14,2026-07-20,18,OH2GAX,KP20,60.271,24.792,DC5AL-R,JO31,51.438,6.958,1476.0,1,-7.0,True
14,2026-07-20,18,G1DXN,IO84,54.062,-2.792,ON5HB,JO21,51.104,5.208,632.0,1,-17.0,True
14,2026-07-20,18,9D1G,LL69,29.479,52.958,SV1BTL,KM18,38.021,23.792,2845.0,2,-16.5,True
14,2026-07-20,18,VA3BLV,FN03,43.771,-79.208,N6GN4,DN70,40.479,-105.042,2153.0,1,-19.0,True
14,2026-07-20,18,G4LEN,IO81,51.812,-2.292,IW2KPL,JN45,45.688,9.625,1105.0,1,-10.0,True
14,2026-07-20,18,GX2PLX,JO02,52.479,0.958,OH6BG,KP03,63.021,21.375,1672.0,4,-0.5,True
14,2026-07-20,18,G6PSZ,IO82,52.479,-3.042,DK6UG,JN49,49.521,8.208,852.0,2,-1.0,True
14,2026-07-20,18,PE1ANW,JO31,51.938,6.125,OE3GBB/Q,JN87,47.688,16.042,853.0,2,-10.0,True
14,2026-07-20,18,K7CMI,DN57,47.479,-109.042,KQ6RS/6,DM12,32.979,-117.125,1750.0,2,-23.0,True
14,2026-07-20,18,SM7WDL,JO76,56.479,14.958,G4MRS,JO02,52.479,0.958,1005.0,4,-19.0,True
14,2026-07-20,18,DF1GA,JO61,51.062,12.625,G0KTN,IO81,51.354,-2.375,1044.0,4,-21.0,True
14,2026-07-20,18,PA2W,JO22,52.229,4.958,DK3WM,JO41,51.354,9.458,324.0,2,4.0,True
14,2026-07-20,18,AC7IJ,CN87,47.854,-122.208,VE5SAR,DO70,50.438,-104.542,1313.0,2,-23.0,True
14,2026-07-20,18,Q43CLA,LD29,-50.521,44.958,G4ZFQ,IO90,50.729,-1.292,12078.0,1,-21.0,True
14,2026-07-20,18,R2BIY,KO85,55.604,37.625,HF6UWU,JO81,51.354,16.625,1461.0,2,-10.0,True
14,2026-07-20,18,VE6OG,DO33,53.479,-113.042,KL3RR,BP51,61.146,-149.958,2337.0,1,-16.0,True
14,2026-07-20,18,G3JKF,JO00,50.771,0.125,SM7IUN,JO65,55.729,13.042,1019.0,2,-11.5,True
14,2026-07-20,18,AC9YY,EN51,41.479,-89.042,K8NVH-K0,EN82,42.521,-83.042,509.0,1,-15.0,True
14,2026-07-20,18,DK6IT,JO62,52.438,13.375,OE3GBB/Q,JN87,47.688,16.042,561.0,4,-2.75,True
14,2026-07-20,18,G8BIS,JO00,50.979,0.958,DL2ZZ,JO31,51.604,6.958,423.0,3,-17.0,True
14,2026-07-20,18,W9VW,EM79,39.812,-85.708,K9TRV-5,EN82,42.354,-83.875,322.0,3,8.666666666666666,True
14,2026-07-20,18,GM7FIE,IO85,55.979,-3.292,AC1UZ,FN43,43.562,-70.458,4808.0,1,-25.0,True
14,2026-07-20,18,N2UQS,FN30,40.771,-73.208,KW7MM,DM42,32.521,-110.958,3462.0,2,-22.0,True
14,2026-07-20,18,N2UQS,FN30,40.771,-73.208,G4HZX,IO91,51.438,-0.042,5522.0,3,-15.0,True
14,2026-07-20,18,MM0VIK,IP90,60.188,-1.125,GM4JRT,IO85,55.938,-3.208,488.0,1,-24.0,True
14,2026-07-20,18,GM4DTH,IO85,55.938,-3.208,G4ZFQ,IO90,50.729,-1.292,593.0,2,-2.0,True
14,2026-07-20,18,M0JLJ,JO01,51.479,0.958,PB2GT,JO22,52.146,5.458,318.0,1,-18.0,True
14,2026-07-20,18,HB9PVI,JN37,47.479,6.958,F81251,JO10,50.271,2.792,435.0,1,-27.0,True
14,2026-07-20,18,OZ9QV,JO65,55.646,12.208,IK6IOQ,JN72,42.438,14.208,1476.0,1,-15.0,True
14,2026-07-20,18,IK3OTW,JN66,46.104,12.042,DL3EL,JO40,50.146,8.625,516.0,1,-26.0,True
14,2026-07-20,18,K0CFW,EN34,44.688,-92.792,KB7GF,DN06,46.021,-118.375,1996.0,15,-19.533333333333335,True
14,2026-07-20,18,WA3ITR,FN42,42.479,-71.042,K4FMH,EM52,32.021,-89.958,2031.0,3,-24.0,True
14,2026-07-20,18,CT1DJG,IN61,41.479,-7.042,NE14ABJ,IO94,54.688,-1.042,1533.0,1,-23.0,True
14,2026-07-20,18,F6IDT,JN33,43.479,6.958,OH3CUF,KP11,61.479,23.875,2291.0,1,-21.0,True
14,2026-07-20,18,IZ5MMH,JN53,43.479,10.958,OE3GBB,JN87,47.688,16.042,612.0,3,-27.333333333333332,True
14,2026-07-20,18,EA1FLU,IN72,42.479,-5.042,DL4RU,JN69,49.729,12.208,1550.0,15,-6.266666666666667,True
14,2026-07-20,18,GM4ISM,IO85,55.479,-3.042,EI4HQ,IO51,51.854,-8.292,531.0,2,-15.0,True
14,2026-07-20,18,KA8SAF,FN20,40.479,-75.042,K9TRV-5,EN82,42.354,-83.875,765.0,5,-14.8,True
14,2026-07-20,18,HA6QL,JN97,47.479,18.958,PA0MLC,JO31,51.938,6.042,1051.0,4,1.5,True
14,2026-07-20,18,DL6NL,JO50,50.062,10.208,PA1APW,JO22,52.104,4.458,461.0,2,-26.0,True
14,2026-07-20,18,NJ6E,CM88,38.479,-123.042,W7PJH,DM42,32.479,-111.042,1273.0,3,-21.333333333333332,True
14,2026-07-20,18,KG5RJS,CM98,38.688,-121.292,W0CWA/K,DN70,40.438,-105.125,1397.0,10,-23.1,True
14,2026-07-20,18,Q18UUJ,FE65,-44.521,-67.042,G4ZFQ,IO90,50.729,-1.292,12336.0,1,-17.0,True
14,2026-07-20,18,DK9ES,JO31,51.479,6.958,G4ZFQ,IO90,50.729,-1.292,582.0,4,2.5,True
14,2026-07-20,18,Q52DTP,JB69,-70.521,12.958,OE3GBB/Q,JN87,47.688,16.042,13147.0,1,-18.0,True
14,2026-07-20,18,G7GYP,IO82,52.021,-2.042,DC5AL-R,JO31,51.438,6.958,623.0,13,-2.230769230769231,True
14,2026-07-20,18,KH6LOL,BL10,20.479,-157.042,VK4BAP,QG49,-20.979,148.958,7463.0,2,-23.0,True
14,2026-07-20,18,124BXI,RR58,88.479,170.958,KL5E,AP92,62.896,-160.042,2867.0,1,-27.0,True
14,2026-07-20,18,N0TMH,EM29,39.271,-94.542,N3AGE-2,FN30,40.938,-73.375,1805.0,3,-11.0,True
14,2026-07-20,18,M0PVB,IO91,51.479,-1.042,DF9JL/QDX,JO31,51.438,6.542,525.0,1,-22.0,True
14,2026-07-20,18,QG8LIR,CC13,-66.521,-137.042,DL2ZZ,JO31,51.604,6.958,17434.0,1,-15.0,True
14,2026-07-20,18,ZC2XOT,JP46,66.479,8.958,EA1IOW,IN83,43.396,-3.458,2675.0,1,-29.0,True
14,2026-07-20,18,PA4JAM,JO21,51.729,5.958,2E0XRQ,IO83,53.354,-2.958,629.0,1,-15.0,True
14,2026-07-20,18,EB1A,IN53,43.229,-8.375,GM0DHD,IO85,55.938,-3.458,1456.0,9,-6.333333333333333,True
14,2026-07-20,18,OH5XO,KP41,61.021,28.208,LA3FY/2,JP40,60.396,8.458,1073.0,1,-16.0,True
14,2026-07-20,18,EI8ETB,IO51,51.479,-9.042,DL7AUQ,JO63,53.312,12.875,1495.0,1,-16.0,True
14,2026-07-20,18,KA2MKQ,FN22,42.479,-75.042,N0QDS,EN35,45.021,-93.458,1503.0,1,-20.0,True
14,2026-07-20,18,ON5AJ,JO11,51.479,2.958,M9PSY-1,IO86,56.021,-3.375,654.0,22,-14.863636363636363,True
14,2026-07-20,18,1T4RYN,HH70,-19.521,-25.042,WB7ABP,CM88,38.438,-122.792,11283.666666666666,3,-25.666666666666668,True
14,2026-07-20,18,KC2MDP,FN30,40.479,-73.042,WD4ELG,FM06,36.188,-79.875,763.0,3,-17.666666666666668,True
14,2026-07-20,18,ON5AJ,JO11,51.479,2.958,DD5XX,JN48,48.771,9.292,542.0,4,-17.5,True
14,2026-07-20,18,WA7L,CN85,45.854,-122.542,W0AY,DN26,46.479,-115.042,582.0,1,-23.0,True
14,2026-07-20,18,G7KNK,IO91,51.312,-0.708,DL4RU,JN69,49.729,12.208,929.0,1,-14.0,True
14,2026-07-20,18,PG2A,JO21,51.896,4.375,YL1VA,KO07,57.562,21.875,1283.0,2,-15.0,True
14,2026-07-20,18,MM6VTS,IO87,57.521,-2.042,DL0PTB,JO52,52.312,10.458,984.0,1,-24.0,True
14,2026-07-20,18,G7KIA,IO93,53.812,-1.625,SWL/HU1UB,JO21,51.562,4.792,499.0,2,-25.0,True
14,2026-07-20,18,G4HSB,IO94,54.479,-1.042,OZ1BHI,JO65,55.688,12.375,863.0,1,-23.0,True
14,2026-07-20,18,M0HNK,IO81,51.479,-3.042,M9PSY-2,IO86,56.021,-3.375,505.0,2,-14.0,True
14,2026-07-20,18,WB4CXU,EM66,36.479,-87.042,KB8EZX,EN91,41.438,-81.708,718.0,1,-18.0,True
14,2026-07-20,18,N1ZXL,FN31,41.854,-72.375,AC0G,EM38,38.938,-92.125,1700.0,1,-15.0,True
14,2026-07-20,18,G4LRP,IO91,51.021,-0.375,SM4GTV,JP70,60.146,14.958,1393.0,1,-16.0,True
14,2026-07-20,18,NA0F,EN37,47.479,-93.042,KC2G,FN21,41.021,-74.125,1663.0,3,-18.333333333333332,True
14,2026-07-20,18,AJ8S,EM89,39.812,-83.875,NG5P,EM34,34.812,-92.208,922.0,2,-18.0,True
14,2026-07-20,18,M1TZR,IO83,53.438,-2.125,OE3GBB/Q,JN87,47.688,16.042,1428.0,3,-16.333333333333332,True
14,2026-07-20,18,2E0DLC,IO93,53.479,-1.042,K9TRV-5,EN82,42.354,-83.875,5937.0,3,-17.333333333333332,True
14,2026-07-20,18,KF0SCE,EN42,42.479,-91.042,KD7EFG,DN31,41.604,-112.292,1753.0,3,-18.0,True
14,2026-07-20,18,PA0MLC,JO31,51.938,6.042,CU8/NU6F,HM49,39.438,-31.125,3159.0,2,-10.5,True
14,2026-07-20,18,WW0WWV,DN70,40.688,-104.958,N8HKU,EN82,42.188,-83.625,1781.0,4,-26.0,True
14,2026-07-20,18,VE6KP,DO32,52.771,-113.125,W0WWV,DN70,40.688,-104.958,1479.0,3,-22.0,True
14,2026-07-20,18,VA3BLV,FN03,43.771,-79.208,NT1D,FN42,42.479,-71.625,632.0,2,-7.0,True
14,2026-07-20,18,Q18UUJ,FE65,-44.521,-67.042,IW3HBX,JN65,45.562,12.042,12672.0,1,-20.0,True
14,2026-07-20,18,KK0JS,EM28,38.979,-94.875,K0BHB-2,EN34,44.896,-93.292,671.0,2,-11.5,True
14,2026-07-20,18,PA3GHQ,JO21,51.812,4.958,OH6BG,KP03,63.021,21.375,1578.0,6,2.1666666666666665,True
14,2026-07-20,18,DF1GA,JO61,51.062,12.625,ON2RON,JO21,51.104,4.375,576.0,1,-22.0,True
14,2026-07-20,18,DL1FX,JN49,49.729,8.542,G7KZA,IO92,52.479,-1.042,735.0,3,-10.666666666666666,True
14,2026-07-20,18,KF7RCM,DM43,33.479,-111.042,K6PZB,CM88,38.438,-122.875,1198.0,5,-20.8,True
14,2026-07-20,18,KI5MQY,EM13,33.021,-96.625,AH2S,DN30,40.479,-112.042,1601.0,1,-20.0,True
14,2026-07-20,18,OK1LAD,JO70,50.479,14.958,EA2RCF,IN82,42.854,-2.708,1586.0,1,-23.0,True
14,2026-07-20,18,DH9MAN,JN68,48.938,12.708,ON5KQ,JO10,50.771,3.208,710.0,1,-6.0,True
14,2026-07-20,18,9A3ZI,JN86,46.396,16.458,EA8-DF4UE,IL38,28.646,-13.875,3291.0,3,-17.333333333333332,True
14,2026-07-20,18,K6VDU,CM98,38.438,-121.375,SWLDM63ID,DM63,33.146,-107.292,1398.0,1,-4.0,True
14,2026-07-20,18,GM8HHC,IO85,55.938,-3.208,SM7KHA,JO65,55.896,12.875,1000.0,1,-23.0,True
14,2026-07-20,18,KB8EZX,EN91,41.438,-81.708,KF8EEZ/0,EM79,39.729,-84.208,284.0,6,12.0,True
14,2026-07-20,18,W6UFX,DM13,33.479,-117.042,WE6K,CM87,37.771,-122.458,683.0,1,-22.0,True
14,2026-07-20,18,AF5CX,DM64,34.479,-107.042,KG5VWO,EM40,30.312,-90.792,1592.0,1,-27.0,True
14,2026-07-20,18,G0TCD,IO91,51.979,-0.208,OE9TAV,JN47,47.438,9.625,868.0,3,-3.0,True
14,2026-07-20,18,I0NAA,JN63,43.104,12.542,PD0OHW,JO33,53.104,6.958,1186.0,1,-23.0,True
14,2026-07-20,18,2E0XZZ,IO92,52.479,-1.042,CU8/NU6F,HM49,39.438,-31.125,2711.0,4,-17.5,True
14,2026-07-20,18,G3JKF,JO00,50.771,0.125,SQ7IQO,JO91,51.812,19.625,1357.0,2,-23.5,True
14,2026-07-20,18,K3FAW,FM18,38.354,-76.458,N8GA,EN80,40.188,-83.625,650.0,1,-1.0,True
14,2026-07-20,18,VA3BLV,FN03,43.771,-79.208,W1CK-1,DM13,33.188,-117.292,3482.0,2,-16.5,True
14,2026-07-20,18,GI4LGP,IO74,54.604,-5.875,HB9VQQ/KE,JN47,47.312,8.875,1309.0,2,-21.5,True
14,2026-07-20,18,EA3ABN,JN11,41.479,2.958,GM4HYG,IO87,57.646,-3.292,1851.0,2,-25.0,True
14,2026-07-20,18,OH5XO,KP41,61.021,28.208,7L4IOU9,PM95,35.729,139.875,7623.0,4,-24.0,True
14,2026-07-20,18,G0TTV,JO02,52.562,1.292,OH6BG,KP03,63.021,21.375,1651.0,1,-19.0,True
14,2026-07-20,18,K5NAV,DM55,35.479,-109.042,KK6PXP,CM87,37.812,-122.208,1202.0,2,-21.5,True
14,2026-07-20,18,KO4VYS,EL88,28.146,-82.792,K5JBT,EL29,29.771,-95.708,1269.0,1,-29.0,True
14,2026-07-20,18,PB2GT,JO22,52.146,5.458,HB9VQQ,JN47,47.312,8.875,591.0,4,-2.25,True
14,2026-07-20,18,KH2R,FN21,41.479,-75.042,WA2N,EM85,35.479,-83.042,964.0,8,-12.0,True
14,2026-07-20,18,KB8EZX,EN91,41.438,-81.708,WA4GLH,EM75,35.188,-85.208,759.0,2,-11.5,True
14,2026-07-20,18,IZ0QPO,JN61,41.479,12.958,PA1JMS,JO21,51.979,4.208,1342.0,6,-20.166666666666668,True
14,2026-07-20,18,AA6RF,DM14,34.021,-117.458,AD7U,CN88,48.479,-123.042,1673.0,1,-27.0,True
14,2026-07-20,18,SR8RJS,KN09,49.729,21.542,G4ZFQ,IO90,50.729,-1.292,1622.0,2,-9.0,True
14,2026-07-20,18,W0BX,DM58,38.479,-109.042,K9TRV,EN82,42.354,-83.875,2165.0,3,-26.0,True
14,2026-07-20,18,EI8KG,IO63,53.188,-6.125,OK1HRA,JO60,50.021,13.875,1420.0,1,-11.0,True
14,2026-07-20,18,DB2OM,JO52,52.021,10.125,PE1CVJ,JO22,52.271,4.875,359.0,1,-27.0,True
14,2026-07-20,18,AE7KH,CN85,45.479,-123.042,KW7MM,DM42,32.521,-110.958,1775.0,3,-10.333333333333334,True
14,2026-07-20,18,K0CFW,EN34,44.688,-92.792,KD2FFR,FM29,39.979,-74.125,1617.0,1,-24.0,True
14,2026-07-20,18,W7PJH,DM42,32.479,-111.042,N0TMH,EM29,39.271,-94.542,1664.0,3,-16.0,True
14,2026-07-20,18,SM3EFS,JP82,62.479,16.958,HB9RYZ,JN47,47.021,8.542,1798.0,1,-18.0,True
14,2026-07-20,18,W0ASW,EN34,44.938,-93.292,KX4O,FM18,38.646,-77.792,1460.0,1,-20.0,True
14,2026-07-20,18,VE3YRK,GO56,56.479,-49.042,VE3OWV,FN15,45.438,-76.208,2263.5,4,-17.25,True
14,2026-07-20,18,WA6RSV,DM14,34.479,-117.042,WA3TTS,EN90,40.562,-80.042,3307.0,2,-26.5,True
14,2026-07-20,18,5Z4GO,KI96,-3.979,39.708,DL0PTB,JO52,52.312,10.458,6838.0,1,-21.0,True
14,2026-07-20,18,N0LUF,DM78,38.771,-104.708,W1XP,FN42,42.604,-71.542,2810.0,1,-15.0,True
14,2026-07-20,18,SM6YPE,JO67,57.479,12.958,HB9AK,JN36,46.896,7.292,1238.0,1,-18.0,True
14,2026-07-20,18,ON4WS,JO20,50.479,4.958,G4ZJH,JO02,52.229,1.458,311.0,1,-19.0,True
14,2026-07-20,18,2E0DLC,IO93,53.479,-1.042,ES2RR,KO29,59.271,24.625,1693.0,3,-6.0,True
14,2026-07-20,18,DF1GA,JO61,51.062,12.625,PA0SLT/4,JO33,53.271,6.875,462.0,4,-10.5,True
14,2026-07-20,18,KE8WRF,EN81,41.479,-83.042,K3GMQ,FN20,40.312,-75.042,685.0,3,-15.333333333333334,True
14,2026-07-20,18,W1BCL,FN42,42.604,-71.375,K9TRV-4,EN82,42.354,-83.875,1025.0,3,-22.0,True
14,2026-07-20,18,IU2VBD,JN45,45.479,8.958,DF9JL/QDX,JO31,51.438,6.542,686.0,1,-20.0,True
14,2026-07-20,18,G6PSZ,IO82,52.479,-3.042,OE9TAV,JN47,47.438,9.625,1063.0,2,-10.0,True
14,2026-07-20,18,LA9RKA/D,JP65,65.896,13.792,DL3TU,JN48,48.521,9.042,1952.0,1,-16.0,True
14,2026-07-20,18,G3LRS,IO92,52.646,-1.208,DG5DH,JO41,51.771,8.292,654.0,1,-17.0,True
14,2026-07-20,18,K1CSF,FN34,44.646,-72.542,K9TRV-2,EN82,42.354,-83.875,948.0,5,-23.2,True
14,2026-07-20,18,KA2MKQ,FN22,42.479,-75.042,KX4AZ/T,EN74,44.104,-85.458,862.0,11,-20.727272727272727,True
14,2026-07-20,18,PA2PGU,JO32,52.479,6.958,GB0PSC,IO92,52.021,-0.125,485.0,8,-1.75,True
14,2026-07-20,18,AF7XZ,FN00,40.479,-79.042,VA3MCT,FN03,43.854,-79.375,376.0,7,-15.428571428571429,True
14,2026-07-20,18,DB1SN,JN48,48.812,9.375,GB0PSC,IO92,52.021,-0.125,761.0,1,-3.0,True
14,2026-07-20,18,NF6S,CM97,37.479,-121.042,N6GN5,DN70,40.479,-105.042,1421.0,4,-17.5,True
14,2026-07-20,18,OH6OHX,KP03,63.146,21.625,OE9TAV,JN47,47.438,9.625,1897.0,1,-17.0,True
14,2026-07-20,18,OH6OHX,KP03,63.146,21.625,GM0DHD,IO85,55.938,-3.458,1610.0,4,-11.0,True
14,2026-07-20,18,KE6VNI,EN72,42.479,-85.042,W3PIE,FM09,39.854,-79.625,539.0,5,-24.6,True
14,2026-07-20,18,AF8WX,EM89,39.479,-83.042,KD7EFG-1,DN31,41.604,-112.292,2471.0,1,-27.0,True
14,2026-07-20,18,SH6RJW,JO67,57.479,12.958,N2YCH,FN31,41.271,-73.208,6041.0,1,-24.0,True
14,2026-07-20,18,9D1G,LL69,29.479,52.958,ON5HB,JO21,51.104,5.208,4599.0,2,-21.5,True
14,2026-07-20,18,G0TCD,IO91,51.979,-0.208,DL3EL,JO40,50.146,8.625,650.0,3,-7.0,True
14,2026-07-20,18,DN3LEO,JP68,68.479,12.958,GM4HYG,IO87,57.646,-3.292,1447.0,1,-13.0,True
14,2026-07-20,18,GX2PLX,JO02,52.479,0.958,OE9TAV,JN47,47.438,9.625,835.0,4,4.25,True
14,2026-07-20,18,N6UA,DN71,41.479,-105.042,AE6RQ,CM97,37.229,-121.875,1520.0,1,-19.0,True
14,2026-07-20,18,G8LIK,IO93,53.479,-1.042,DK4RW/1,JO40,50.188,9.208,793.0,14,-6.857142857142857,True
14,2026-07-20,18,PI9ESA,JO22,52.229,4.458,DG8MAR,JN67,47.771,12.875,779.0,5,-20.0,True
14,2026-07-20,18,R2BIY,KO85,55.604,37.625,IU5MQQ,JN53,43.854,11.125,2287.0,3,-23.0,True
14,2026-07-20,18,G7GYP,IO82,52.021,-2.042,DL6OW-MH,JO31,51.438,6.875,617.0,8,-9.125,True
14,2026-07-20,18,IW0ELF,JN61,41.479,12.958,SQ2WB,JO92,52.771,18.375,1320.0,1,-22.0,True
14,2026-07-20,18,KJ6HMV,CM99,39.271,-121.042,KQ6RS/6,DM12,32.979,-117.125,783.0,4,-13.5,True
14,2026-07-20,18,GM4HYG,IO87,57.646,-3.292,AC1UZ,FN43,43.562,-70.458,4769.0,1,-12.0,True
14,2026-07-20,18,OK2NMA,JN89,49.146,16.042,PA0SLT/4,JO33,53.271,6.875,785.0,1,-7.0,True
14,2026-07-20,18,SP9PWS,KN09,49.479,20.958,ON5HB,JO21,51.104,5.208,1131.0,2,-20.5,True
14,2026-07-20,18,OE1ELW/8,JN66,46.604,13.458,M0UNI,IO82,52.938,-2.542,1343.0,1,-17.0,True
14,2026-07-20,18,SH6RJW,JO67,57.479,12.958,5Z4GO,KI96,-3.979,39.708,7243.0,5,-20.4,True
14,2026-07-20,18,PA2PGU,JO32,52.479,6.958,M9PSY-2,IO86,56.021,-3.375,777.0,1,-18.0,True
14,2026-07-20,18,N3CX,FN11,41.479,-77.042,KN4TGQ,EL96,26.146,-80.375,1732.0,1,-30.0,True
14,2026-07-20,18,DG7NFX,JN59,49.396,10.708,G0VOK,IO83,53.271,-2.542,1014.0,1,-17.0,True
14,2026-07-20,18,KS4VA,LQ20,70.479,44.958,DG7SFI-2,JO54,54.146,10.375,2504.0,3,-26.666666666666668,True
14,2026-07-20,18,W9VW,EM79,39.812,-85.708,WA3TTS,EN90,40.562,-80.042,488.0,3,-4.0,True
14,2026-07-20,18,PA0PPW,JO21,51.479,4.958,HB9FZG,JN37,47.521,7.625,480.0,2,-23.5,True
14,2026-07-20,18,VA3BLV,FN03,43.771,-79.208,KG0D,CN88,48.021,-123.125,3385.0,1,-29.0,True
14,2026-07-20,18,KC7PBF,CN85,45.562,-122.875,KW7MM,DM42,32.521,-110.958,1774.0,2,-20.0,True
14,2026-07-20,18,KK4INZ,EL89,29.646,-82.458,W8EDU,EN91,41.521,-81.625,1323.0,1,-24.0,True
14,2026-07-20,18,M0OLS,IO81,51.479,-3.042,SWL/HU1UB,JO21,51.562,4.792,542.0,1,-26.0,True
14,2026-07-20,18,N4RVE,CN88,48.562,-123.125,KFS/NW,CM87,37.396,-122.375,1243.0,11,-23.09090909090909,True
14,2026-07-20,18,2E0MBH,IO93,53.146,-1.208,N8VIM,FN42,42.688,-71.542,5148.0,2,-24.0,True
14,2026-07-20,18,E77BW,JN83,43.604,17.542,FSWL117,JN05,45.146,0.958,1327.0,8,-21.125,True
14,2026-07-20,18,WB9UOM,EM79,39.479,-85.042,K4DDI,EL95,25.979,-80.292,1565.0,2,-20.5,True
14,2026-07-20,18,GX2PLX,JO02,52.479,0.958,DC4HP-1,JO43,53.062,8.875,536.0,4,-1.75,True
14,2026-07-20,18,PA3AQR,JO20,50.938,5.958,WESSEX,IO80,50.729,-2.625,603.0,6,-9.5,True
14,2026-07-20,18,M1EBU,IO90,50.979,-0.125,SA6BSS/HL,JO68,58.104,13.542,1181.0,2,-22.5,True
14,2026-07-20,18,5Z4GO,KI96,-3.979,39.708,SA6BSS/HL,JO68,58.104,13.542,7287.0,1,-27.0,True
14,2026-07-20,18,EA6ALL,JM19,39.562,2.458,G3VPW,IO91,51.646,-1.458,1377.0,2,-2.0,True
14,2026-07-20,18,DC5AL,JO31,51.479,6.958,SQ2WB,JO92,52.771,18.375,792.0,1,-19.0,True
14,2026-07-20,18,N2UQS,FN30,40.771,-73.208,SWL-NIAGARA,FN03,43.062,-79.042,546.0,6,-13.5,True
14,2026-07-20,18,OH6CR,KP12,62.479,22.958,PA3EYH,JO21,51.979,5.208,1572.0,3,-10.666666666666666,True
14,2026-07-20,18,NJ6E,CM88,38.479,-123.042,KX4O,FM18,38.646,-77.792,3893.0,1,-16.0,True
14,2026-07-20,18,KG5RJS,CM98,38.688,-121.292,K6VZK,DM13,33.312,-116.875,717.0,15,-11.333333333333334,True
14,2026-07-20,18,K7CMI,DN57,47.479,-109.042,KC2G,FN21,41.021,-74.125,2846.0,1,-26.0,True
14,2026-07-20,18,G6WZA,IO80,50.896,-2.958,M9PSY-2,IO86,56.021,-3.375,571.0,4,-14.25,True
14,2026-07-20,18,KI7N,CN85,45.521,-122.958,KW7MM,DM42,32.521,-110.958,1775.0,2,-24.0,True
14,2026-07-20,18,DG7NFX,JN59,49.396,10.708,GE8ROB/A,IO92,52.688,-1.458,925.0,1,-19.0,True
14,2026-07-20,18,EA1LC,IN53,43.354,-8.458,M9PSY-1,IO86,56.021,-3.375,1454.0,3,-7.666666666666667,True
14,2026-07-20,18,Q32ZVT,HI66,-3.521,-27.042,WD4ELG,FM06,36.188,-79.875,7031.0,1,-21.0,True
14,2026-07-20,18,VK3QN,QF22,-37.521,144.958,VK3ARW,QF12,-37.104,143.458,141.0,2,-19.5,True
14,2026-07-20,18,SM7URN,JO76,56.479,14.958,OE3GBB/Q,JN87,47.688,16.042,980.0,1,-27.0,True
