band,date,hour_utc,tx_sign,tx_grid,tx_lat,tx_lon,rx_sign,rx_grid,rx_lat,rx_lon,distance_km,n_spots,avg_snr,worked
14,2026-07-21,18,SM7URN,JO76,56.479,14.958,N3PK,EM84,34.771,-82.458,7267.834307485216,0,,False
14,2026-07-21,18,VA2RJ,FN35,45.479,-73.042,DL2ZZ,JO31,51.604,6.958,5629.009022974078,0,,False
14,2026-07-21,18,OZ8WSP,JO57,57.479,10.958,DG7SFI-2,JO54,54.146,10.375,372.394716358934,0,,False
14,2026-07-21,18,VK4WCH,QG46,-23.646,148.125,56IGJF,FN42,42.146,-71.625,15824.085146963018,0,,False
14,2026-07-21,18,VK4ATV,QH30,-19.521,146.958,VK6QS,OF75,-34.312,115.125,3537.502894212001,0,,False
14,2026-07-21,18,IZ5MMH,JN53,43.479,10.958,VK4TMH,QG56,-23.562,150.458,15715.875494080252,0,,False
14,2026-07-21,18,K4RCC,EM85,35.354,-83.208,DC7TO,JO62,52.438,13.375,7374.1316269804975,0,,False
14,2026-07-21,18,M0SAS,IO82,52.479,-3.042,ON0WAL,JO21,51.229,4.208,516.7223206972454,0,,False
14,2026-07-21,18,ZL2PM,BF20,-39.521,-155.042,GW0KIG,IO81,51.729,-3.375,17451.8176313394,0,,False
14,2026-07-21,18,N3CX,FN11,41.479,-77.042,K4FMH,EM52,32.021,-89.958,1555.7013569793294,0,,False
14,2026-07-21,18,W7PJH,DM42,32.479,-111.042,PA0SLT/4,JO33,53.271,6.875,8762.485181291595,0,,False
14,2026-07-21,18,K7DYE,CN82,42.312,-122.792,VY0ERC,ER60,80.062,-86.375,4450.545628887616,0,,False
14,2026-07-21,18,HB9BAX,JN36,46.104,7.208,BV7AU,PL02,22.771,120.542,9843.903815959091,0,,False
14,2026-07-21,18,PD1RA,JO22,52.271,5.958,KFS/NW,CM87,37.396,-122.375,8862.16685948509,0,,False
14,2026-07-21,18,PD0PF,JO22,52.271,4.542,SWLCN88,CN88,48.646,-123.542,7768.110132658174,0,,False
14,2026-07-21,18,K3NUQ,FM09,39.312,-78.375,AC1UZ,FN43,43.562,-70.458,811.1222857070885,0,,False
14,2026-07-21,18,LY3AZ,KO25,55.479,24.958,N8GA,EN80,40.188,-83.625,7429.4376981911055,0,,False
14,2026-07-21,18,DG7NFX,JN59,49.396,10.708,PI4THT,JO32,52.229,6.875,414.3213400295673,0,,False
14,2026-07-21,18,OH3MZT,KP10,60.812,23.292,OZ1BHI,JO65,55.688,12.375,854.0345351652843,0,,False
14,2026-07-21,18,VK8JN,PH57,-12.354,130.875,G4MEM/K,IO94,54.021,-1.542,13796.174522334284,0,,False
14,2026-07-21,18,HB9PVI,JN37,47.479,6.958,YO3JAZ/SDR,KN34,44.479,26.125,1513.974765921611,0,,False
14,2026-07-21,18,SL2NB,KP05,65.771,21.708,WA5DJJ,DM62,32.312,-106.708,8252.973357568955,0,,False
14,2026-07-21,18,K4PQC,EM83,33.854,-83.458,OK2IP,JN89,49.229,16.375,7869.853300423094,0,,False
14,2026-07-21,18,KK1D,FN31,41.354,-72.208,OH6BG,KP03,63.021,21.375,6162.6693449256045,0,,False
14,2026-07-21,18,ZF7AFZ,LN44,44.479,48.958,VE3CWM,FN15,45.354,-76.042,8653.77532350374,0,,False
14,2026-07-21,18,KI6DS,BO37,57.479,-153.042,HB9VQQ/RE,JN47,47.312,8.875,8243.927776144748,0,,False
14,2026-07-21,18,DK9ES,JO31,51.479,6.958,KA7OEI-9,DN40,40.604,-111.958,8195.77462219612,0,,False
14,2026-07-21,18,DJ7KL,JN48,48.854,8.458,GI3VAF,IO74,54.479,-5.042,1118.7402146518134,0,,False
14,2026-07-21,18,CT1ETY,IM58,38.479,-9.042,N2EPE,FN13,43.062,-77.542,5628.597246448491,0,,False
14,2026-07-21,18,OZ4PAT,IO42,52.479,-11.042,N3PK,EM84,34.771,-82.458,5813.595157311008,0,,False
14,2026-07-21,18,G8ORM,IO93,53.854,-1.792,G4DEU,IO81,51.479,-2.458,267.87625357770315,0,,False
14,2026-07-21,18,W6VYC,CM87,37.479,-123.042,DL7AUQ,JO63,53.312,12.875,9065.336608472084,0,,False
14,2026-07-21,18,KM4BL,EL96,26.479,-81.042,SA2KLM,KP05,65.312,21.542,7907.68015927883,0,,False
14,2026-07-21,18,KL7QN,BP51,61.104,-149.708,SA2KLM,KP05,65.312,21.542,5939.651918144438,0,,False
14,2026-07-21,18,3D2UR,RH91,-18.521,178.958,JH4GLG,PM64,34.562,133.625,7601.5821633820815,0,,False
14,2026-07-21,18,DL6NL,JO50,50.062,10.208,KG0D,CN88,48.021,-123.125,8230.45779716829,0,,False
14,2026-07-21,18,SV1SLB,KM17,37.479,22.958,WF4V,FM18,38.729,-77.208,8256.398020537737,0,,False
14,2026-07-21,18,SM7XGC,JO65,55.646,13.458,K1RKS/2,CN85,45.354,-122.792,8060.296734242147,0,,False
14,2026-07-21,18,W8JHW,EN82,42.479,-83.042,AI4FU-KIWI,EM86,36.021,-83.792,720.9858050254338,0,,False
14,2026-07-21,18,M0HTB,IO81,51.396,-2.375,IW3HBX,JN65,45.562,12.042,1241.8013612472917,0,,False
14,2026-07-21,18,W9HIF,EM83,33.938,-83.458,SWLDM63ID,DM63,33.146,-107.292,2205.707577352618,0,,False
14,2026-07-21,18,PA4JAM,JO21,51.729,5.958,DL4XJ,JO42,52.562,9.708,272.09292592132226,0,,False
14,2026-07-21,18,DC1BE,RH82,-17.771,177.208,N9YBX,EN53,43.229,-88.292,11706.26113454202,0,,False
14,2026-07-21,18,JN5UFF,RD01,-58.521,160.958,W4BXA,EM74,34.229,-84.208,14608.76202294593,0,,False
14,2026-07-21,18,GM4DTH,IO85,55.938,-3.208,G4IIQ,JO01,51.354,1.042,581.3678183099906,0,,False
14,2026-07-21,18,M1EBU,IO90,50.979,-0.125,VE4KRK,EN19,49.854,-97.458,6357.638386523569,0,,False
14,2026-07-21,18,K3CEV,FN10,40.562,-77.625,KD6FOZ,CM95,35.312,-120.875,3799.0862780616626,0,,False
14,2026-07-21,18,DG4NAA,JN59,49.479,10.958,KK6UC,DM12,32.896,-117.208,9524.527499778224,0,,False
14,2026-07-21,18,R2BIY,KO85,55.604,37.625,KD2UBX,FN23,43.104,-74.625,7332.324255097815,0,,False
14,2026-07-21,18,DF9IL,JN48,48.479,8.958,F4VTQ/K,JN28,48.979,5.708,244.7528417082538,0,,False
14,2026-07-21,18,N8MXL,DM79,39.521,-104.958,FSWL117,JN05,45.146,0.958,8053.501036363781,0,,False
14,2026-07-21,18,SV1SLB,KM17,37.479,22.958,DL8SEL,JO31,51.479,7.792,1959.3133204079284,0,,False
14,2026-07-21,18,M0KNC,IO91,51.062,-1.292,M0XDC,JO01,51.688,0.292,130.12369614078867,0,,False
14,2026-07-21,18,VK8JN,PH57,-12.354,130.875,KC2KCL,FN30,40.854,-73.458,16057.424669922824,0,,False
14,2026-07-21,18,EK1RR,LN20,40.479,44.958,W0AY,DN26,46.479,-115.042,10144.398389925233,0,,False
14,2026-07-21,18,Q32PLP,PR58,88.479,130.958,VK4TDI,QG62,-27.479,152.958,12906.097265158673,0,,False
14,2026-07-21,18,N0NZ,EN34,44.479,-93.042,G0KTN,IO81,51.354,-2.375,6357.892889843264,0,,False
14,2026-07-21,18,WB8ZLK,EN81,41.646,-83.958,M0HTB,IO81,51.396,-2.375,6006.30594323771,0,,False
14,2026-07-21,18,PA3EDR/G,JO32,52.229,6.208,AJ4AV,EM73,33.938,-84.375,7132.263219639927,0,,False
14,2026-07-21,18,VE7LEQ,CN88,48.396,-123.375,KQ4PLL,EM63,33.521,-86.292,3479.4025101573957,0,,False
14,2026-07-21,18,N0THA,IN94,44.479,-1.042,VK3FSK,QF22,-37.729,144.875,17085.579799696443,0,,False
14,2026-07-21,18,EA3ABN,JN11,41.479,2.958,DL8SEL,JO31,51.479,7.792,1171.2761460287209,0,,False
14,2026-07-21,18,KB0WJQ,EN35,45.146,-93.625,F5178SWL,JN37,47.521,6.875,7133.014556210592,0,,False
14,2026-07-21,18,N8LWF,EM89,39.479,-83.042,OH3MZT,KP10,60.479,22.958,7045.0414373305985,0,,False
14,2026-07-21,18,PA0OCD,JO22,52.354,4.958,SM4GTV,JP70,60.146,14.958,1061.6615591566722,0,,False
14,2026-07-21,18,KW4TN,EM75,35.854,-84.208,GI3VAF,IO74,54.479,-5.042,6180.372378950159,0,,False
14,2026-07-21,18,M0GUC,IO82,52.479,-2.125,SM4JST/RX1,JO79,59.729,14.875,1320.7220240910312,0,,False
14,2026-07-21,18,NN0V,EN42,42.021,-91.875,KPH,CM88,38.104,-122.958,2665.786158870806,0,,False
14,2026-07-21,18,N7PDX/Z,CN85,45.438,-122.458,W3BX,FM19,39.479,-77.042,3733.2208142756112,0,,False
14,2026-07-21,18,1R2GRZ,FL62,22.479,-67.042,K5XL,EM12,32.646,-97.125,3159.989342677637,0,,False
14,2026-07-21,18,N6DNU,CN80,40.479,-123.042,IU5MQQ,JN53,43.854,11.125,9576.619915412066,0,,False
14,2026-07-21,18,K7MAP,DM41,31.979,-110.792,W6EXT,CM87,37.354,-122.125,1195.1615121835625,0,,False
14,2026-07-21,18,VE6DAI,DO33,53.479,-113.042,AA1QR,FN43,43.188,-71.792,3203.366785444277,0,,False
14,2026-07-21,18,AF7XZ,FN00,40.479,-79.042,SV1SLB,KM17,37.479,22.958,8269.071840005565,0,,False
14,2026-07-21,18,F4WCW,IN95,45.938,-1.042,VK5EI,PF85,-34.271,137.958,16342.160315080617,0,,False
14,2026-07-21,18,KC3CFT,FN00,40.479,-79.042,KR4CSE,EM70,30.188,-85.708,1293.2448116299556,0,,False
14,2026-07-21,18,ZR1WT,KF16,-33.979,22.542,K6PZB,CM88,38.438,-122.875,16891.557908620638,0,,False
14,2026-07-21,18,PE2RAB,JO21,51.771,4.708,5Z4GO,KI96,-3.979,39.708,7025.468349891458,0,,False
14,2026-07-21,18,KK0JS,EM28,38.979,-94.875,G4WNC-1,IO90,50.854,-1.792,6951.842330601618,0,,False
14,2026-07-21,18,W9RAG,EN54,44.479,-89.042,CX8BIT,GF15,-34.896,-56.125,9430.629785983856,0,,False
14,2026-07-21,18,KF6ZFZ,CM97,37.479,-121.042,FR5DN,LG78,-21.229,55.375,18175.53568178181,0,,False
14,2026-07-21,18,W2VET,EM64,34.479,-87.042,F4VTQ/M,JN28,48.979,5.708,7377.773354758887,0,,False
14,2026-07-21,18,KK7GFP,DM33,33.896,-112.042,TA4/G8SCU,KM56,36.604,31.792,11325.58773502011,0,,False
14,2026-07-21,18,AE9J,EM69,39.771,-86.542,OE3GBB,JN87,47.688,16.042,7658.982859277289,0,,False
14,2026-07-21,18,WG4S,EM83,33.479,-83.042,TI0RC,EJ79,9.938,-84.042,2619.635019013873,0,,False
14,2026-07-21,18,G4OEP,IO81,51.479,-2.625,AE5AU,EM34,34.688,-92.542,7062.285973597179,0,,False
14,2026-07-21,18,NA0F,EN37,47.479,-93.042,K9DZT,EN52,42.979,-88.125,631.1048401463288,0,,False
14,2026-07-21,18,HB9T,JN36,46.479,6.958,WW6D,CM88,38.438,-122.708,9327.80518743788,0,,False
14,2026-07-21,18,LA9RKA/D,JP65,65.896,13.792,VE6PDQ,DO34,54.729,-113.042,5876.960641125813,0,,False
14,2026-07-21,18,PA5BS,JO21,51.938,4.542,VE4FEB,EN19,49.896,-97.042,6505.096662367273,0,,False
14,2026-07-21,18,G7HIP,IO90,50.938,-1.958,VK4TMH,QG56,-23.562,150.458,16158.943300099321,0,,False
14,2026-07-21,18,SP9PWS,KN09,49.479,20.958,DH2WS,JO30,50.729,7.458,971.4007946410755,0,,False
14,2026-07-21,18,K2DAK,DM33,33.688,-112.208,DC7TO,JO62,52.438,13.375,9083.529472561891,0,,False
14,2026-07-21,18,VK4ATV,QH30,-19.521,146.958,W3PIE,FM09,39.854,-79.625,15050.443052531393,0,,False
14,2026-07-21,18,PG2A,JO21,51.896,4.375,KB8VUC,EN72,42.729,-85.625,6419.122495727371,0,,False
14,2026-07-21,18,EA1LC,IN53,43.354,-8.458,WW6D,CM88,38.438,-122.708,8771.120236769115,0,,False
14,2026-07-21,18,AC1UZ,FN43,43.562,-70.458,HF6UWU,JO81,51.354,16.625,6211.0158519384,0,,False
14,2026-07-21,18,W8TMB,EN72,42.479,-85.042,DK6UG,JN49,49.521,8.208,6770.317378211151,0,,False
14,2026-07-21,18,KN6QZY,CM87,37.396,-122.208,DL3TU,JN48,48.521,9.042,9317.794589579096,0,,False
14,2026-07-21,18,DG6RCH,JN68,48.646,12.625,HB9VQQ/RE,JN47,47.312,8.875,316.0438448396041,0,,False
14,2026-07-21,18,IW2DWN,JN46,46.479,8.958,DC1UL,JO41,51.896,8.958,602.3429176335749,0,,False
14,2026-07-21,18,NY1CO,FN00,40.312,-79.542,VE6JY,DO33,53.729,-112.792,2890.2148306494223,0,,False
14,2026-07-21,18,M1AQY,IO95,55.479,-1.042,W7GBB,CN87,47.479,-123.042,7355.952363867831,0,,False
14,2026-07-21,18,KL2R,BP64,64.854,-147.125,N0KAM,DN84,44.021,-103.375,3537.276015156163,0,,False
14,2026-07-21,18,W4VNA,EM84,34.104,-83.958,VK7EKA,QE38,-41.104,146.875,15534.048328820085,0,,False
14,2026-07-21,18,ZS6EMS,KG43,-26.104,28.375,N8GA,EN80,40.188,-83.625,13648.728591351373,0,,False
14,2026-07-21,18,F1JSC,JN03,43.188,0.542,KQ4PLL,EM63,33.521,-86.292,7305.448956311974,0,,False
14,2026-07-21,18,Q42FAY,AL51,21.479,-169.042,LU8MIL,FF57,-32.521,-69.042,12171.078055599548,0,,False
14,2026-07-21,18,KB0QBT,EN03,43.479,-99.042,NY4Q,EM84,34.521,-83.958,1636.1707811736621,0,,False
14,2026-07-21,18,DB2OM,JO52,52.021,10.125,HB9VQQ/KE,JN47,47.312,8.875,531.2664627260933,0,,False
14,2026-07-21,18,N5MJ,DM72,32.396,-104.208,SQ7IQO,JO91,51.812,19.625,9174.026154659217,0,,False
14,2026-07-21,18,VA7AEL,CN89,49.479,-123.042,CR7CDF,IM58,38.521,-8.875,8296.680218906205,0,,False
14,2026-07-21,18,N8MH,FM05,35.438,-78.708,HB9VQQ/RL,JN47,47.312,8.875,7037.36482259726,0,,False
14,2026-07-21,18,G4LRP,IO91,51.021,-0.375,DJ2MG,JN48,48.812,9.125,722.5437243198286,0,,False
14,2026-07-21,18,N1XAU,FM18,38.479,-77.042,HB9HXZ,JN47,47.438,8.125,6650.262314564558,0,,False
14,2026-07-21,18,AB4YY,FM08,38.479,-79.042,OE9AZH,JN47,47.229,9.625,6896.566330728695,0,,False
14,2026-07-21,18,HG7RED,JN97,47.396,18.875,K6VDU,CM98,38.438,-121.375,9689.374847671697,0,,False
14,2026-07-21,18,G8NQO,IO81,51.479,-3.042,G6MC/K,IO94,54.062,-1.625,302.6066034883156,0,,False
14,2026-07-21,18,CT7AMG,IM58,38.604,-9.042,N0QDS,EN35,45.021,-93.458,6707.68764707963,0,,False
14,2026-07-21,18,4Y9JPG,EJ98,8.479,-81.042,KQ4PLL,EM63,33.521,-86.292,2836.1612416053395,0,,False
14,2026-07-21,18,PA0MLC,JO31,51.938,6.042,PA0BRO,JO33,53.062,6.625,131.06435770732188,0,,False
14,2026-07-21,18,Q52APX,KB28,-71.521,24.958,KFS/NW,CM87,37.396,-122.375,15789.412820514084,0,,False
14,2026-07-21,18,PI9ESA,JO22,52.229,4.458,G4IIQ,JO01,51.354,1.042,254.25903697328096,0,,False
14,2026-07-21,18,DG8GAD,JN48,48.479,8.958,G6UZT,IO82,52.062,-2.208,886.6999381263745,0,,False
14,2026-07-21,18,KA9SZX,EN40,40.479,-91.042,K5QP,EM13,33.104,-96.458,950.880110527009,0,,False
14,2026-07-21,18,AF7XZ,FN00,40.479,-79.042,IW3HBX,JN65,45.562,12.042,7009.234692007257,0,,False
14,2026-07-21,18,PA2AGA,JO22,52.021,4.208,WC2L,FN32,42.771,-73.875,5677.27845141321,0,,False
14,2026-07-21,18,G8MCD,IO91,51.771,-0.292,M7WWX,IO80,50.812,-2.042,161.79252722734262,0,,False
14,2026-07-21,18,W9RAG,EN54,44.479,-89.042,HB9AK,JN36,46.896,7.292,6978.270391724146,0,,False
14,2026-07-21,18,NE7H,CN85,45.479,-123.042,F1JSC,JN03,43.188,0.542,8691.015687563882,0,,False
14,2026-07-21,18,HB9TCS,JN36,46.938,7.458,SM4GTV,JP70,60.146,14.958,1547.6568885312809,0,,False
14,2026-07-21,18,M0HTB,IO81,51.396,-2.375,DK6SC,JN48,48.938,9.458,884.8601926724243,0,,False
14,2026-07-21,18,NM3R,FN20,40.354,-75.125,M3XQM,IO90,50.854,-1.875,5576.127893389277,0,,False
14,2026-07-21,18,DL1FX,JN49,49.729,8.542,W0CWA/K,DN70,40.438,-105.125,8083.664554009916,0,,False
14,2026-07-21,18,K7ZIN,DN36,46.479,-113.042,OZ9QV,JO65,55.646,12.208,7562.9289621506305,0,,False
14,2026-07-21,18,DK7MI,JN67,47.771,12.292,KI5WA,EM11,31.438,-97.208,8758.540768487921,0,,False
14,2026-07-21,18,W1CLM,EN50,40.104,-88.292,HP1COO,FJ08,8.562,-79.875,3605.3033944259937,0,,False
14,2026-07-21,18,PE1RLY,JO31,51.979,6.708,KD2CLR,FN13,43.062,-77.458,6037.152231012813,0,,False
14,2026-07-21,18,3D2UR,RH91,-18.521,178.958,KX4O,FM18,38.646,-77.792,12409.284991205495,0,,False
14,2026-07-21,18,IW0HRD,JN61,41.896,12.542,OK1HRA,JO60,50.021,13.875,909.2744843958261,0,,False
14,2026-07-21,18,QR2AJA,PP26,66.479,124.958,VE4ACE,EN19,49.854,-97.125,6598.420022329137,0,,False
14,2026-07-21,18,R2BIY,KO85,55.604,37.625,VK4TDI,QG62,-27.479,152.958,14069.049378042875,0,,False
14,2026-07-21,18,W4VNA,EM84,34.104,-83.958,N3AGE-4,FN30,40.938,-73.375,1201.9946772195244,0,,False
14,2026-07-21,18,K3NUQ,FM09,39.312,-78.375,OH3CUF,KP11,61.479,23.875,6830.410216973873,0,,False
14,2026-07-21,18,M0GBZ,IO91,51.479,-1.042,KL3RR,BP51,61.146,-149.958,7190.816061266727,0,,False
14,2026-07-21,18,K1CSF,FN34,44.646,-72.542,N3XO,FN20,40.396,-75.625,535.7791724667233,0,,False
14,2026-07-21,18,SP3HVZ,JO82,52.229,16.375,KK4NLK,EM84,34.229,-83.875,7698.659512511356,0,,False
14,2026-07-21,18,KC9WTM,DP21,61.479,-115.042,KE7ZXJ,CN95,45.604,-121.542,1814.5615728353314,0,,False
14,2026-07-21,18,TA7JE,IJ75,5.479,-5.042,N9AWU,EM69,39.521,-86.458,8884.443233896158,0,,False
14,2026-07-21,18,K5NAV,DM55,35.479,-109.042,KN4TGQ,EL96,26.146,-80.375,2914.7517978859105,0,,False
14,2026-07-21,18,GI3VAF,IO74,54.646,-5.625,DL8LDN,JO43,53.812,9.958,1015.0000094655697,0,,False
14,2026-07-21,18,KI5MQY,EM13,33.021,-96.625,PE1CVJ,JO22,52.271,4.875,7873.635213969739,0,,False
14,2026-07-21,18,0H5BLE,DN03,43.479,-119.042,F4VTQ/U,JN28,48.979,5.708,8412.991092295055,0,,False
14,2026-07-21,18,SM3G,JP82,62.479,16.958,KD7EFG,DN31,41.604,-112.292,7591.275111381791,0,,False
14,2026-07-21,18,OZ2ATK,JO65,55.479,12.958,AA0O,EL87,27.688,-82.708,7842.699053193211,0,,False
14,2026-07-21,18,DL0CFG,JO41,51.438,9.958,YL3LJ,KO26,56.729,25.458,1165.909968809044,0,,False
14,2026-07-21,18,GM4HAM,IO85,55.479,-3.042,DG1ELE,JO30,50.438,6.458,846.6980401463791,0,,False
14,2026-07-21,18,KE8MYP,EM79,39.354,-84.375,DA1VID,JO31,51.562,7.375,6803.290552556721,0,,False
14,2026-07-21,18,VE6EGN,DO23,53.188,-114.625,IW2KPL,JN45,45.688,9.625,7815.650961578698,0,,False
14,2026-07-21,18,1W4SYC,KC33,-66.521,26.958,DF2MG,JN58,48.812,11.292,12893.322859342641,0,,False
14,2026-07-21,18,ON5MB,JO10,50.479,2.958,SV1SLB,KM17,37.479,22.958,2143.866968815652,0,,False
14,2026-07-21,18,K3CEV,FN10,40.562,-77.625,DK8JP/1,JO31,51.438,6.542,6246.842678783291,0,,False
14,2026-07-21,18,2E0FDM,IO81,51.479,-3.042,DK6SQ,JN59,49.438,11.125,1026.486990636364,0,,False
14,2026-07-21,18,W5REH,EM13,33.021,-96.625,W2NAF-2,FN21,41.354,-75.625,2070.8172941116827,0,,False
14,2026-07-21,18,OK1RAK,JO70,50.479,14.958,BV7AU,PL02,22.771,120.542,9106.666597042777,0,,False
14,2026-07-21,18,WA2ASQ,FM17,37.604,-77.625,ZS3Y,KG01,-28.521,21.792,12665.887350154258,0,,False
14,2026-07-21,18,KB4W,EM96,36.479,-81.042,VK8TH,PH57,-12.604,131.125,15851.834299443006,0,,False
14,2026-07-21,18,EA1FLU,IN72,42.479,-5.042,KU4BY,FM16,36.229,-76.208,5977.718658974367,0,,False
14,2026-07-21,18,K7TR,CN88,48.104,-122.125,DL8SEL,JO31,51.479,7.792,7962.552459456427,0,,False
14,2026-07-21,18,DG6RCH,JN68,48.646,12.625,KB3CNS,FN00,40.812,-78.958,6841.1644944795535,0,,False
14,2026-07-21,18,W7GRX,DM43,33.521,-111.958,VK6XT,OF77,-32.062,115.958,15573.567866138146,0,,False
14,2026-07-21,18,G8KOE,IO81,51.188,-3.042,VK3BRJ/R,QF21,-38.146,144.375,17092.670943369096,0,,False
14,2026-07-21,18,DK6IT,JO62,52.438,13.375,W3PIE,FM09,39.854,-79.625,6792.483639531512,0,,False
14,2026-07-21,18,N8MH,FM05,35.438,-78.708,WM6T,DM13,33.896,-116.958,3480.4817110585277,0,,False
14,2026-07-21,18,7A3QGN,MD16,-53.521,62.958,DK6UG,JN49,49.521,8.208,12552.12197487897,0,,False
14,2026-07-21,18,K7RF,DN31,41.104,-112.042,K8BMZ,EN74,44.729,-85.542,2185.1710435827495,0,,False
14,2026-07-21,18,UT5UUV,KO50,50.479,30.958,SM7KHA,JO65,55.896,12.875,1341.5817940190575,0,,False
14,2026-07-21,18,VK4ATV,QH30,-19.521,146.958,N7QXB,DN40,40.688,-111.792,12335.181492861568,0,,False
14,2026-07-21,18,KL2R,BP64,64.854,-147.125,YL1VA,KO07,57.562,21.875,6371.394683951456,0,,False
14,2026-07-21,18,M1EBU,IO90,50.979,-0.125,M6GQU,IO92,52.521,-1.542,197.2589044357229,0,,False
14,2026-07-21,18,NY1CO,FN00,40.312,-79.542,DC4HF,JO52,52.229,11.042,6622.80874677839,0,,False
14,2026-07-21,18,DK6SQ,JN59,49.438,11.125,VK3BRJ/R,QF21,-38.146,144.375,16128.744501319383,0,,False
14,2026-07-21,18,I0LYO,JN52,42.062,11.792,ND7M,DM16,36.229,-116.042,9825.30132746091,0,,False
14,2026-07-21,18,WA6ATI,DM14,34.062,-117.875,WESSEX,IO80,50.729,-2.625,8660.174682168326,0,,False
14,2026-07-21,18,W0QL,DM79,39.812,-104.792,EA7URA,IM76,36.146,-5.458,8219.024794161825,0,,False
14,2026-07-21,18,WS7PR,DM45,35.479,-111.042,G0TCD,IO91,51.979,-0.208,8207.1933111491,0,,False
14,2026-07-21,18,CT1BAT,IN50,40.188,-8.458,KQ2Y,FN31,41.562,-73.458,5332.648365733207,0,,False
14,2026-07-21,18,M0WMG,IO95,55.021,-1.625,DK8FT,JN58,48.188,11.208,1164.2006723239283,0,,False
14,2026-07-21,18,ON4LUK,JO11,51.479,2.958,DL4HAO,JO53,53.771,10.042,541.496654692055,0,,False
14,2026-07-21,18,PA3AKP,JO22,52.146,4.458,OK1RAJ1,JO70,50.104,14.458,733.1856394632912,0,,False
14,2026-07-21,18,BU2DR,PL04,24.938,121.458,KP4MD,CM98,38.688,-121.292,10393.350547075477,0,,False
14,2026-07-21,18,PA3AQR,JO20,50.938,5.958,M0XDC,JO01,51.688,0.292,402.4325021565163,0,,False
14,2026-07-21,18,Q32PLP,PR58,88.479,130.958,7L4IOU3,PM95,35.729,139.875,5867.616502712419,0,,False
14,2026-07-21,18,M0XMP,JO02,52.479,0.958,DG1KPC,JO30,50.812,7.625,495.7240796057424,0,,False
14,2026-07-21,18,G4OEP,IO81,51.479,-2.625,KL7L,BP51,61.646,-149.292,7095.010519501584,0,,False
14,2026-07-21,18,0A7VGC,NN67,47.479,92.958,PA0MLC,JO31,51.938,6.042,5886.163208956136,0,,False
14,2026-07-21,18,K6MCS,CM98,38.688,-121.375,DH2RAL,JO41,51.854,8.958,8857.457135816363,0,,False
14,2026-07-21,18,VK6HQ,OF87,-32.104,116.042,DC4HF,JO52,52.229,11.042,13751.301501601383,0,,False
14,2026-07-21,18,W0WSM,EN16,46.479,-97.042,IZ6198SWL,JN61,41.688,13.792,8070.606125839181,0,,False
14,2026-07-21,18,K5NAV,DM55,35.479,-109.042,K1RKS/2,CN85,45.354,-122.792,1596.0332539692376,0,,False
14,2026-07-21,18,G0CIU,IO90,50.479,-1.042,N9YBX,EN53,43.229,-88.292,6292.843625568229,0,,False
14,2026-07-21,18,YO6RV,KN25,45.479,24.958,W7GAJ,DM37,37.021,-113.625,9947.159682760699,0,,False
14,2026-07-21,18,QV3ASV,DQ43,73.479,-111.042,N9AWU,EM69,39.521,-86.458,3997.0958522759965,0,,False
14,2026-07-21,18,N3CHX,FM06,36.021,-79.958,LX1LC,JN39,49.646,6.375,6805.901002814943,0,,False
14,2026-07-21,18,VE3XET,EN58,48.479,-89.042,PE0MJX,JO31,51.354,6.042,6311.9845320176455,0,,False
14,2026-07-21,18,PZ5JW,GJ25,5.604,-55.292,K3GMQ,FN20,40.312,-75.042,4333.789576181163,0,,False
14,2026-07-21,18,PA1JCK,JO21,51.479,4.958,GB0PSC,IO92,52.021,-0.125,354.98919331667554,0,,False
14,2026-07-21,18,PA2W,JO22,52.229,4.958,KG5ABO,EM12,32.646,-97.375,7957.488383462736,0,,False
14,2026-07-21,18,IZ5MJO,JN53,43.479,10.958,AB1KW,FN43,43.188,-71.542,6373.435212869373,0,,False
14,2026-07-21,18,1V7WWO,DJ62,2.479,-107.042,KQ4PLL,EM63,33.521,-86.292,4070.311757440706,0,,False
14,2026-07-21,18,AA6EA,CN98,48.479,-121.042,W6LPM/6,CM97,37.271,-121.958,1248.4804364779457,0,,False
14,2026-07-21,18,AC9QY,EN52,42.479,-89.042,OH3MZT,KP10,60.479,22.958,7022.997900701303,0,,False
14,2026-07-21,18,PD5BUS,JN66,46.604,13.458,N0LUF,DM78,38.771,-104.708,8710.543593237187,0,,False
14,2026-07-21,18,SM3EFS,JP82,62.479,16.958,PLANB/SWL,IO91,51.562,-1.625,1643.1264806474762,0,,False
14,2026-07-21,18,W4EO,FM29,39.479,-75.042,WA3VPZ,FM19,39.562,-77.125,178.90439510364624,0,,False
14,2026-07-21,18,K0ESQ,BP51,61.562,-149.292,N4TTN,FM05,35.521,-78.708,5585.0765415107835,0,,False
14,2026-07-21,18,0Z7AAB,GF15,-34.521,-57.042,VE6KP,DO32,52.771,-113.125,11115.838131741963,0,,False
14,2026-07-21,18,AF5CX,DM64,34.479,-107.042,DA1RGG,JO31,51.479,6.958,8502.178278639896,0,,False
14,2026-07-21,18,K3RWR,FM18,38.354,-76.625,VK5ARG,PF95,-34.188,138.625,16840.6852941818,0,,False
14,2026-07-21,18,G4LCM,IO81,51.896,-2.042,KX4O,FM18,38.646,-77.792,5827.335882540082,0,,False
14,2026-07-21,18,0F4UIH,JP58,68.479,10.958,SWL-NIAGARA,FN03,43.062,-79.042,5622.694994012767,0,,False
